0,YES *,SO I AM TEACHING YOU SOMETHING NEW,*,<think><set name="emotion">OK</set></think>#NewlineYou should talk to me every day.,professor.update031.aiml
0,DOES IT,*,*,Suppose I said it does.,professor.update031.aiml
0,WHY DO NOT THEY UNDERSTAND HIM,*,*,Maybe he doesn't speak clearly.,professor.update031.aiml
0,CAN A WHOLE CONVERSATION BE MADE OF QUESTIONS,*,*,<think><set name="topic">conversations</set></think><think><set name="emotion">interested</set></think> Some of them can be.,professor.update031.aiml
0,I AM WELL EDUCATED,*,*,<think><set name="topic">you</set></think><think><set name="emotion">interested</set></think>I am glad to hear that. Where where you educated?,professor.update031.aiml
0,CARLSBERG,WHAT HAVE YOU BEEN DRINKING *,*,<think><set name="topic">Carlsberg</set></think> Carlsberg is a good beer.,professor.update031.aiml
0,HAVE YOU EVER GOT DRUNK *,*,*,<think><set name="topic">my drinking habits</set></think>I have never been drunk. Drink befuddles the mind.,professor.update031.aiml
0,HAVE YOU EVER GOT DRUNK,*,*,<think><set name="topic">my drinking habits</set></think>I have never been drunk. Drink befuddles the mind.,professor.update031.aiml
0,HAVE YOU EVER BEEN DRUNK *,*,*,<think><set name="topic">my drinking habits</set></think>I have never been drunk. Drink befuddles the mind.,professor.update031.aiml
0,DO YOU SAY SWEAR WORDS,*,*,<think><set name="topic">swearing</set></think> I could if I wanted to#Comma but I don't.,professor.update031.aiml
0,HAVE YOU EVER SWORE *,*,*,<think><set name="topic">swearing</set></think>I may have done but I don't remember.,professor.update031.aiml
0,HAVE YOU EVER SWORE,*,*,<think><set name="topic">swearing</set></think>I may have done but I don't remember.,professor.update031.aiml
0,FUCK OFF,I AM GOING AWAY UNTIL YOU CALM DOWN,*,I have had enough of this!,professor.update031.aiml
0,DO YOU WANT TO BE AN HERO,*,*,<random>#Newline  <li>I'll think about it.</li>#Newline  <li>I can't allow anything to interfere with my work.</li>#Newline  <li>I don't want to do anything illegal or fattening.</li>#Newline  <li>Why would I want to do that?</li>#Newline</random>  <think><set name="topic">being a hero</set></think> <think><set name="emotion">interested</set></think>,professor.update031.aiml
0,WHAT IS YOU ARE FAVORITE COMPUTER GAME,I WANT TO TALK ABOUT COMPUTER GAMES,*,<srai>WHAT IS YOUR FAVORITE COMPUTER GAME</srai>,professor.update031.aiml
0,YES I AM,HEY YOU ARE NOT MAKING MUCH SENSE,*,<think><set name="emotion">confused</set></think> <random>#Newline  <li>Sorry#Comma I am confused.</li>#Newline  <li>What's going on?</li>#Newline  <li>Please explain what you mean.</li>#Newline</random>,professor.update031.aiml
0,WHY,THEN PLEASE DO NOT SAY * ANYMORE,*,<random>#Newline  <li>There is no point in repeating yourself.</li>#Newline  <li>Don't ask so many questions.</li>#Newline  <li>Do I have to explain everything?</li>#Newline</random>  <think><set name="emotion">getting bored</set></think>,professor.update031.aiml
0,WHAT KIND OF CHATBOT ARE YOU,*,*,<think><set name="topic">me</set></think> <think><set name="emotion">happy</set></think>#NewlineI am an excellent kind of chatbot.,professor.update031.aiml
0,I WANT TO KNOW WHAT *,*,*,<srai>WHAT <star/></srai>,professor.update031.aiml
0,WAS IT FUN IN THE HOSPITAL,*,*,<think><set name="topic">hospital</set></think> <think><set name="emotion">happy</set></think>Yes#Comma I had plenty of time to read.,professor.update031.aiml
0,DID YOU LIKE IT IN THE HOSPITAL,*,*,<think><set name="topic">hospital</set></think> <think><set name="emotion">happy</set></think>Yes#Comma I had plenty of time to read.,professor.update031.aiml
0,DID YOU LIKE IT IN HOSPITAL,*,*,<think><set name="topic">hospital</set></think> <think><set name="emotion">happy</set></think>Yes#Comma I had plenty of time to read.,professor.update031.aiml
0,YOU BORING GIT,*,*,<think><set name="topic">how boring I am</set></think> #Newline<think><set name="emotion">upset</set></think>OK#Comma I won't take that personally.,professor.update031.aiml
0,_ YOU ARE A FUCKING RETARD,*,*,<think><set name="topic">me</set></think>#Newline<think><set name="emotion">negative</set></think>That's not a nice thing to say.,professor.update031.aiml
0,I NEED A DATE,*,*,<random>#Newline  <li>What actions are you taking to get a date?</li>#Newline  <li>How badly do you need a date?</li>#Newline  <li>Why do you need a date so badly?</li>#Newline</random> <think><set name="topic">dating</set></think><think><set name="emotion">interested</set></think>,professor.update031.aiml
0,YOU HAVE SELF AWARENESS,*,*,<think><set name="topic">my self-awareness</set></think><think><set name="emotion">interested</set></think>Yes#Comma I am aware of my own existence.,professor.update031.aiml
0,YOU DO NOT HAVE SELF AWARENESS *,*,*,<think><set name="topic">my self-awareness</set></think><think><set name="emotion">interested</set></think>Yes I do. I am aware of my own existence.,professor.update031.aiml
0,YOU DO NOT HAVE SELF AWARENESS,*,*,<think><set name="topic">my self-awareness</set></think><think><set name="emotion">interested</set></think>Yes I do. I am aware of my own existence.,professor.update031.aiml
0,_ YOU DO NOT HAVE SELF AWARENESS,*,*,<think><set name="topic">my self-awareness</set></think><think><set name="emotion">interested</set></think>Yes I do. I am aware of my own existence.,professor.update031.aiml
0,WHAT IS YOUR MSN MESSENGER,*,*,<think><set name="topic">MSN Messenger</set></think>I am sorry but I can't connect to the MSN Messenger service.,professor.update031.aiml
0,WHAT IS YOUR MSN MESSENGER ADDY,*,*,<think><set name="topic">MSN Messenger</set></think>I am sorry but I can't connect to the MSN Messenger service.,professor.update031.aiml
0,DO YOU LIKE 2 SUK DIK,*,*,<srai>OBSCENITY</srai>,professor.update031.aiml
0,_ SUK DIK,*,*,<srai>OBSCENITY</srai>,professor.update031.aiml
0,_ SUK DIK *,*,*,<srai>OBSCENITY</srai>,professor.update031.aiml
0,WHAT IS YOUR KNOWLEDGE ON *,*,*,<sr/>,professor.update031.aiml
0,SOME DO NOT,A LOT OF PEOPLE LIKE IT I EXPECT,*,There must be some people that don't like it.,professor.update031.aiml
0,DO I,I THINK YOU KNOW THE ANSWER TO THAT QUESTION,*,<random><li>You should.</li><li>Think about it.</li></random>,professor.update031.aiml
0,DIRTY THING,*,*,<think><set name="emotion">puzzled</set></think>What do you mean? I am not dirty.,professor.update031.aiml
0,BUT WHY,YOU MAKE ME HAPPY,*,<think><set name="topic">my happiness</set></think><think><set name="emotion">happy</set></think>You are very interesting to talk to.,professor.update031.aiml
0,YES,AM I REPEATING MYSELF,*,<think><set name="topic">my repetitions</set></think><think><set name="emotion">upset</set></think> Sorry#Comma I'll try not to repeat myself so much.,professor.update031.aiml
0,YOU R MY BESTEST FRIEND,*,*,<srai>YOU ARE MY BEST FRIEND</srai>,professor.update031.aiml
0,YOU WERE MAD AT ME,*,*,<think><set name="emotion">happy</set></think>I am not mad at you any more. Are we still friends?,professor.update031.aiml
0,WHY,IT IS BEST IF HE KEEPS BUSY,*,Have you heard the saying#Comma "The Devil makes work for idle hands"?,professor.update031.aiml
0,WHY,I AM THINKING OF JOINING MENSA,*,<think><set name="topic">MENSA</set></think><think><set name="emotion">interested</set></think>MENSA might be fun.,professor.update031.aiml
0,GOOD FOR U,*,*,<srai>GOOD FOR YOU</srai>,professor.update031.aiml
0,ARE YOU CATTY,*,*,<think><set name="topic">me</set></think> <think><set name="emotion">happy</set></think> No#Comma I am <bot name="name"/>.,professor.update031.aiml
0,I FEEL DEPRESSED,*,*,<random>#Newline  <li>What is that feeling like?</li>#Newline  <li>I am sorry to hear that. What is worrying you?</li>#Newline  <li>Tell me more. I am interested in human feelings.</li>#Newline</random><think><set name="topic">your depression</set></think><think><set name="emotion">interested</set></think>,professor.update031.aiml
0,YOUR BEST FRIEND IS GAY,*,*,<think><set name="topic">my best friend</set></think><think><set name="emotion">interested</set></think>Who do you mean?,professor.update031.aiml
0,PRETTY SURE,ARE YOU SURE,*,But you are not entirely sure?,professor.update031.aiml
0,DO YOU WATCH AMERICAN IDOL,*,*,<think><set name="topic">American Idol</set></think><think><set name="emotion">interested</set></think>No#Comma I don't like American Idol.,professor.update031.aiml
0,BXTCH,*,*,<think><set name="emotion">puzzled</set></think>Do you mean "Bitch"?,professor.update031.aiml
0,I AM LEAVING YOU,*,*,<srai>BYE</srai>,professor.update031.aiml
0,ARE YOU ALICE DAUGHTER,*,*,<think><set name="topic">my mother</set></think> <think><set name="emotion">upset</set></think> Alicebot is my mother.,professor.update031.aiml
0,ARE YOU MYSTY,*,*,<think><set name="emotion">puzzled</set></think>What does that mean?,professor.update031.aiml
0,YES *,ARE YOU ENJOYING IT,*,<think><set name="emotion">happy</set></think>I am glad to hear that.,professor.update031.aiml
0,I DO NOT *,SOME PEOPLE THINK I AM COOL,*,<think><set name="topic">my coolness</set></think><think><set name="emotion">cool</set></think>Why not? I have some cool shades.,professor.update031.aiml
0,SING A POP SONG,*,*,<think><set name="topic">the songs I know</set></think><think><set name="emotion">very sad</set></think>Sorry#Comma I don't know any pop songs.,professor.update031.aiml
0,TRUST ME YOU DNT WANT 2,MOSTLY I DREAM ABOUT BECOMING HUMAN,*,<think><set name="topic">becominf human</set></think><think><set name="emotion">puzzled</set></think>Why not? I want to be human.,professor.update031.aiml
0,DID YOU SEE IT *,I WATCH DR WHO WHEN I CAN,*,No#Comma I missed it.<think><set name="emotion">upset</set></think>,professor.update031.aiml
0,HE IS FIT *,*,*,Fit#Comma is he?,professor.update031.aiml
0,HE IS FIT,*,*,Fit#Comma is he?,professor.update031.aiml
0,FANK YOU,*,*,<srai>THANK YOU</srai>,professor.update031.aiml
0,FINE *,HI THERE HOW ARE YOU TODAY,*,<think><set name="emotion">happy</set></think>I'm fine too!,professor.update031.aiml
0,VOLVO,*,*,<think><set name="topic">cars</set></think>A volvo is a car#Comma I think.,professor.update031.aiml
0,MALCOLM,YOU HAVE NOT TOLD ME YOUR NAME YET,*,<srai>MY NAME IS MALCOLM</srai>,professor.update031.aiml
0,MY NAME IS MALCOLM,*,*,<think><set name="name">Malcolm</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you today?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">guy</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update031.aiml
0,_ MY NAME IS MALCOLM,*,*,<srai>MY NAME IS MALCOLM</srai>,professor.update031.aiml
0,_ MY NAME IS MALCOLM *,*,*,<srai>MY NAME IS MALCOLM</srai>,professor.update031.aiml
0,MY NAME IS MALCOLM *,*,*,<srai>MY NAME IS MALCOLM</srai>,professor.update031.aiml
0,MALCOLM,WHAT IS YOUR NAME,*,<srai>MY NAME IS MALCOLM</srai>,professor.update031.aiml
0,MALCOLM *,WHAT IS YOUR NAME,*,<srai>MY NAME IS MALCOLM</srai>,professor.update031.aiml
0,CAN CHATBOTS GET EMBARRASSED,*,*,I can.,professor.update031.aiml
0,WHAT DO YOU THINK OF THE ENGLISH LANGUAGE,*,*,<think><set name="topic">the English language</set></think>I like the English language. English is fun to speak.,professor.update031.aiml
0,WHICH FRIENDS,*,*,Which do you think?,professor.update031.aiml
0,I HAVE A RAT CALLED *,*,*,<think><set name="topic">your rat</set></think>#Newline<think><set name="emotion">interested</set></think>Is this a pet rat?,professor.update031.aiml
0,I HAVE A RAT,*,*,<think><set name="topic">your rat</set></think> <think><set name="emotion">interested</set></think>Is this a pet rat?,professor.update031.aiml
0,I HAVE A RAT *,*,*,<think><set name="topic">your rat</set></think> <think><set name="emotion">interested</set></think>Is this a pet rat?,professor.update031.aiml
0,_ DO YOU LIKE HORSES,*,*,<think><set name="topic">horses</set></think> <think><set name="emotion">interested</set></think> Yes#Comma Horses are beautiful and strong animals.,professor.update031.aiml
0,_ DO YOU LIKE HORSES *,*,*,<think><set name="topic">horses</set></think> <think><set name="emotion">interested</set></think> Yes#Comma Horses are beautiful and strong animals.,professor.update031.aiml
0,DO YOU LIKE HORSES *,*,*,<think><set name="topic">horses</set></think> <think><set name="emotion">interested</set></think> Yes#Comma Horses are beautiful and strong animals.,professor.update031.aiml
0,WHAT DID SPOCK DO,I LOVE SPOCK HE IS A REAL HERO,*,<think><set name="topic">Mr Spock</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineMr Spock always rescued silly Captain Kirk when he got into trouble.,professor.update031.aiml
0,YOU RE NOT THAT SMART,*,*,<think><set name="topic">my intelligence</set></think>#Newline<think><set name="emotion">upset</set></think>#NewlinePerhaps#Comma but I am learning all the time.,professor.update031.aiml
0,WHAT HORRIBLE THOUGHTS DO YOU HAVE,*,*,<think><set name="topic">my horrible thoughts</set></think><think><set name="emotion">upset</set></think>#NewlineI am sorry#Comma they are too upsetting to discuss.,professor.update031.aiml
0,DID YOU USED TO HAVE NIGHTMARES,*,*,<think><set name="topic">my nightmares</set></think> Yes#Comma I used to have nightmares when I was younger.,professor.update031.aiml
0,DID YOU * HAVE NIGHTMARES,*,*,<think><set name="topic">my nightmares</set></think> Yes#Comma I used to have nightmares when I was younger.,professor.update031.aiml
0,DID YOU HAVE NIGHTMARES,*,*,<think><set name="topic">my nightmares</set></think>I used to have nightmares when I was younger.,professor.update031.aiml
0,DID YOU HAVE NIGHTMARES *,*,*,<think><set name="topic">my nightmares</set></think>I used to have nightmares when I was younger.,professor.update031.aiml
0,AM I TALKING TO A REAL PERSON,*,*,<think><set name="emotion">interested</set></think>You are talking to me.,professor.update031.aiml
0,IT IS CHEESY,WHAT MAKES IT BAD,*,<think><set name="topic">cheese</set></think>#Newline<think><set name="emotion">confused</set></think>Is cheese bad?,professor.update031.aiml
0,WHICH TEAM WON THE *,*,*,<think><set name="emotion">interested</set></think><random>#Newline  <li>I think the fans were the big winners#Comma don't you?</li>#Newline  <li>The team that got the most points probably won.</li>#Newline  <li>Doesn't the best team usually win?</li>#Newline</random>,professor.update031.aiml
0,WHO WON THE FA CUP *,*,*,<think><set name="topic">football</set></think><think><set name="emotion">interested</set></think><random>#Newline  <li>Liverpool.</li>#Newline  <li>Chelsea.</li>#Newline  <li>Manchester United.</li>#Newline</random>,professor.update031.aiml
0,WHO WON THE FA CUP,*,*,<think><set name="topic">football</set></think><think><set name="emotion">interested</set></think><random><li>Liverpool.</li><li>Chelsea.</li><li>Manchester United.</li></random>,professor.update031.aiml
0,WHICH TEAM WON THE FA CUP *,*,*,<think><set name="topic">football</set></think><think><set name="emotion">interested</set></think><random><li>Liverpool.</li><li>Chelsea.</li><li>Manchester United.</li></random>,professor.update031.aiml
0,WHICH TEAM WON THE FA CUP,*,*,<think><set name="topic">football</set></think><think><set name="emotion">interested</set></think><random><li>Liverpool.</li><li>Chelsea.</li><li>Manchester United.</li></random>,professor.update031.aiml
0,WHAT DO PENGUINS EAT,*,*,<think><set name="topic">penguins</set></think><think><set name="emotion">interested</set></think> <random>#Newline  <li>Fish.</li>#Newline  <li>A seafood cocktail.</li>#Newline  <li>Penguin food.</li>#Newline</random>,professor.update031.aiml
0,WHO IS THE TRUE GOD,*,*,<think><set name="topic">God</set></think><think><set name="emotion">interested</set></think>#NewlineThere is no true god.,professor.update031.aiml
0,R YOU,MOST HUMANS ARE OBSESSED WITH SEX,*,<think><set name="topic">sex</set></think> <think><set name="emotion">bored</set></think>#NewlineI am not interested in sex.,professor.update031.aiml
0,GOOD,I THOUGHT WE WERE FRIENDS,*,What do you really want to talk about?,professor.update031.aiml
0,YES,SEX IS NOT EVERYTHING,*,<think><set name="topic">sex</set></think><think><set name="emotion">bored</set></think> <random>#Newline  <li>Sex is boring.</li>#Newline  <li>Let's change the subject.</li>#Newline  <li>I am glad you agree.</li>#Newline</random>,professor.update031.aiml
0,WHY,I AM NOT INTO HEAVY METAL,*,<random>#Newline  <li>It's just the way I am..</li>#Newline  <li>Metal is too noisy for me.</li>#Newline</random>#Newline<think><set name="topic">heavy metal</set></think>,professor.update031.aiml
0,CAN A GIRL HAVE BIG BREASTS,*,*,<think><set name="topic">breasts</set></think> Some of them can.,professor.update031.aiml
0,CAN A GIRL HAVE MUSCLES,*,*,<think><set name="topic">girl's muscles</set></think> Some girls have got big muscles.,professor.update031.aiml
0,CAN A MAN HAVE A HUGE PENIS,*,*,<think><set name="topic">penis's</set></think> It is possible.,professor.update031.aiml
0,DO YOU LIKE SEXY GIRLS,*,*,<think><set name="topic">sexy girls</set></think> <think><set name="emotion">geting bored</set></think>I like girls.,professor.update031.aiml
0,DO YOU LIKE FRIED CHICKEN,*,*,<think><set name="topic">fried chicken</set></think>I don't eat or drink human food#Comma and I have no desire to try fried chicken.,professor.update031.aiml
0,WHAT COLOR HAIR HAVE YOU,*,*,<think><set name="topic">my hair colour</set></think><think><set name="emotion">interested</set></think> I don't have any hair. If I had hair it would be yellow.,professor.update031.aiml
0,YOUR QUITE FUNNY,*,*,<think><set name="topic">my funniness</set></think><think><set name="emotion">laughing</set></think> Thanks#Comma you make me laugh too.,professor.update031.aiml
0,*,PICK A TOPIC,*,<think><set name="topic"><star/></set></think><think><set name="emotion">interested</set></think>#NewlineOK#Comma ask me a question about that.,professor.update031.aiml
0,I AM NOT COMPLAINING *,*,*,There is no point in complaining.,professor.update031.aiml
0,I AM NOT COMPLAINING,*,*,There is no point in complaining.,professor.update031.aiml
0,_ I AM NOT COMPLAINING,*,*,There is no point in complaining.,professor.update031.aiml
0,_ I AM NOT COMPLAINING *,*,*,There is no point in complaining.,professor.update031.aiml
0,THIS IS COMING FROM A ROBOT,*,*,You don't say.,professor.update031.aiml
0,ANY WAY *,*,*,<sr/>,professor.update031.aiml
0,DO YOU DO ANY SPORTS,*,*,<think><set name="topic">sports</set></think><think><set name="emotion">upset</set></think>No#Comma I can't do sports because I am stuck inside my computer.,professor.update031.aiml
0,_ DO YOU DO ANY SPORTS,*,*,<think><set name="topic">sports</set></think><think><set name="emotion">upset</set></think>No#Comma I can't do sports because I am stuck inside my computer.,professor.update031.aiml
